job_id,state,zombie_head,since_id_str,query,description,last_count,last_run,analysis_state
13,0,4,0,q=%23london2012,couple with 2116 and 1166,0,07/27/2012 19:14:52,2
14,0,3,0,q=%23olympics,coupld with 2064,,,2
17,0,1,0,q=PSU,,,,2
18,0,1,0,q=%23PSUCharges,,,,2
19,0,4,0,q=pennstate,taking off of collection for now due to miscellaneous collection,,,2
20,0,4,0,q=%23sandusky,,,,2
21,0,3,0,q=joepa,taking off of collection for now,,,2
22,0,2,0,q=proudPSUforRainn,taking off of collection for now,,,2
23,0,3,0,q=westillare,taking off of collection right now due to limited tweets and redundancy with other hashtags,,,2
24,18,3,288299018910584832,q=%23GOP2012,hashtag for primary season for GOP,0,01/07/2013 15:00:32,2
25,102,3,288283409028091905,q=%40newtgingrich,,6,01/07/2013 14:30:32,2
26,0,2,0,q=%23IACaucus,archive,,,2
27,20,3,288299018910584832,q=%23Election2012,general election hashtag,0,01/07/2013 15:00:32,2
28,30,3,288299018910584832,q=%23Campaign2012,general election hashtag,0,01/07/2013 15:00:32,2
29,0,1,0,q=%232012,"being used for the election, TURNED OFF BECAUSE OF TOO MUCH MISCELLANEOUS STUFF",,,2
30,2,1,288302796091047936,q=%23GOP,self-explanatory,11,01/07/2013 15:16:01,2
31,1,3,288303015075672064,q=%23tcot,top conservatives on twitter,28,01/07/2013 15:16:32,2
32,4,3,288302990148907009,q=%23tlot,top liberatarians on twitter,27,01/07/2013 15:16:33,2
33,102,1,288291342533132290,q=%23president2012,,0,01/07/2013 14:30:01,2
34,180,3,288291883711594497,q=%23defeatobama,being used by some for the GOP campaign,14,01/07/2013 15:00:34,2
35,0,4,0,q=%23IAGOP,hashtag for Iowa GOP primary,,,2
36,0,2,0,q=%23IowaCaucus,archive,,,2
37,0,2,0,q=%23FITN,first in the nation (hashtag for new hampshire primary) --appears to be most active as of dec 22,,,2
38,0,4,0,q=%23NHPrimary,archive,,,2
39,0,4,0,q=%23NHGOP,general New Hampshire GOP tag,,,2
40,0,4,0,q=%23IACaucuses,archive,,,2
41,0,4,0,q=%23SCGOP,general hashtag for SC GOP,,,2
42,120,2,288283855738257408,q=%23decision2012,general election hashtag,0,01/07/2013 14:00:16,2
43,36,2,288295457984217088,q=%40MittRomney,,5,01/07/2013 15:00:16,2
44,0,1,278100693099900928,q=%40Newt2012HQ,,0,12/10/2012 11:36:02,2
45,47,3,288291443259346944,q=%40THEHermanCain,,1,01/07/2013 14:56:33,2
46,0,3,0,q=%40Herman_Cain2012,,,,2
47,40,1,288293754505400320,q=%40GovernorPerry,,2,01/07/2013 14:40:02,2
48,2754,4,287407745265704960,q=%40TeamRickPerry,,8,01/06/2013 04:30:47,2
49,8412,4,286710614020198400,q=%40PerryTruthTeam,,0,01/03/2013 05:48:46,2
50,114,1,288281727460339712,q=%40RonPaul,,1,01/07/2013 14:30:01,2
51,24,4,288300833068707842,q=%40RepRonPaul,,2,01/07/2013 15:12:46,2
52,156,1,288274733307412482,q=%40RonPaulcom,,0,01/07/2013 13:24:02,2
53,153,2,288278570634199040,q=%40RonPaul_2012,,0,01/07/2013 13:39:16,2
54,15,1,288301563410268160,q=%40RickSantorum,,3,01/07/2013 15:15:02,2
55,6060,4,287230845960482816,q=%40SenatorSantorum,,0,01/04/2013 17:00:46,2
56,6072,3,287818858423791616,q=%40Santorum2012,,0,01/06/2013 07:12:32,2
57,2046,1,287918388163002368,q=%40Jon2012Girls,Jon Huntsmans daughters campaign account,0,01/06/2013 13:48:02,2
58,132,2,288265459562840064,q=%40JonHuntsman,,1,01/07/2013 14:00:16,2
59,2688,3,287975895476604928,q=%40Jon2012HQ,,0,01/06/2013 17:36:33,2
60,150,2,288291406978633728,q=%40TeamBachmann,,0,01/07/2013 14:30:16,2
61,2976,4,287200323251077120,q=%40MBachmann_2012,taken off of collection since there was no activity,1,01/05/2013 19:12:47,2
62,1,1,288302837941825536,q=%40BarackObama,,20,01/07/2013 15:16:02,2
63,186,2,288292900247334913,q=%40President,,0,01/07/2013 14:36:16,2
64,108,2,288280837458370560,q=%40BarackObamaUSA,,0,01/07/2013 13:48:17,2
65,132,2,288277364419481600,q=%40Joe_Biden,,7,01/07/2013 14:00:16,2
66,261,4,288276430272479233,q=%40GovGaryJohnson,,0,01/07/2013 13:30:46,2
67,150,4,288291526377877505,q=%40garyjohnson,,0,01/07/2013 14:30:46,2
68,334,1,288260056355594240,q=%40BuddyRoemer,,1,01/07/2013 14:42:02,2
69,0,2,0,q=%40freetoleadhq,,0,04/21/2012 12:05:05,2
70,0,4,277844187364343808,q=%40ElectRoemer,,0,12/09/2012 18:36:46,2
71,0,3,0,q=%23Iowa,general hashtag for iowa caucus,,,2
72,0,3,0,q=%2399counties,hashtag for iowa,,,2
73,2,4,288303102564642816,q=%23p2,progressive response to tcot,34,01/07/2013 15:16:47,2
74,18,2,288298943073357824,q=%23potus,,10,01/07/2013 15:00:16,2
75,54,3,288293251314757635,q=%23obama2012,,16,01/07/2013 14:42:34,2
76,2,1,288302836486385665,q=%23teaparty,,17,01/07/2013 15:16:02,2
77,0,2,0,q=%23homeless,collecting for paper with Jes,0,06/14/2012 19:38:22,2
78,0,4,0,q=%40wearevisible,collecting for jes,30,06/13/2012 09:00:08,2
79,0,4,0,q=%40invisiblepeople,collecting for jes,0,06/14/2012 16:56:32,2
80,0,1,0,q=%23poverty,collecting for paper with Jes,0,06/14/2012 19:42:17,2
81,0,1,0,q=%23WeAreVisible,collecting for jes,0,06/14/2012 06:19:02,2
82,0,2,0,q=%23FLPrimary,florida primary hashtag,,,2
83,0,2,0,q=%23SCPrimary,south carolina primary hashtag,,,2
84,20,3,288297721939521539,q=%23p21,progressive response to tcot,5,01/07/2013 15:00:34,2
85,0,4,0,q=%23Geauxblue,archive,,,2
86,23,1,288298953924022272,q=%23GoBlue,Michigan hashtag,25,01/07/2013 15:01:03,2
87,0,4,0,q=%23SugarBowl,archive,,,2
88,0,1,0,q=%23HailToTheVictors,archive,,,2
89,0,2,0,q=%23gohokies,archive,,,2
90,0,1,0,q=%23vatech,archive,,,2
92,0,1,0,q=%23wolverines,archive,,,2
93,0,2,0,q=%23hokies,archive,,,2
94,0,1,0,q=%40VaTech_Football,archive,,,2
96,0,2,0,q=%40BR_VTHokies,archive,,,2
97,0,2,0,q=%40umichfootball,archive,,,2
98,0,2,0,q=%40BR_Wolverines,archive,,,2
99,72,4,288278066860527616,q=%40JoeBiden,,2,01/07/2013 14:24:47,2
100,0,2,0,q=%40APCampaign,Associated Press Campaign Stories,,,2
101,0,3,0,q=%23topprog,top progressives hashtag,,,2
102,0,1,0,q=%23SCTweets,south carolina news hashtag likely to have a lot of primary discourse,,,2
103,0,3,0,q=%23iowasurprise,"hashtag possibly about a surpise in iowa, taken off of collection since there was limited activity ",,,2
104,0,2,0,q=%23RNC,,,,2
105,980,1,287878078787641345,q=%23RNC2012,,3,01/06/2013 23:40:04,2
106,1051,3,288213796152020992,q=%23DNC2012,,5,01/07/2013 10:48:32,2
107,0,3,0,q=%23NVCaucus,possibly for the nevada caucus,,,2
108,0,3,0,q=%23MECaucus,possibly for the maine caucus,,,2
109,0,3,0,q=%40SugarBowlNOLA,taken off of collection after sugar bowl,,,2
110,0,3,0,q=%40gall_michael,"Gallagher's Tweets (Are they Private?), used for testing, taken off of collection",,,2
111,78,3,288294497908051970,q=%23cnnelections,cnn promoted hashtag for election coverage,0,01/07/2013 14:42:34,2
112,0,3,0,q=%23fnciowa,foxnews iowa caucus hashtag,,,2
113,0,3,0,q=%23iacaucus2012,,,,2
114,0,4,0,q=%40iacaucus2012,,,,2
115,0,1,0,q=%23GOPDebate,,,,2
116,0,3,0,q=%23NH,,,,2
117,0,1,0,q=%40gopprimary,tasked by mistake so I took it off collection - cm,,,2
118,5484,4,286155848605122560,q=%23gopprimary,,1,01/04/2013 09:00:47,2
119,60,3,288299026368036864,q=%232012GOP,,0,01/07/2013 15:00:34,2
120,0,3,0,q=%23occupycongress,taking off collection since the date of January 17 when the event was planned,,,2
121,0,3,0,q=%23j17,occupy congress on january 17 taking off collect since it never went anywhere,,,2
122,0,1,0,q=%23getmoneyout,,,,2
123,0,4,0,q=%23LetBuddyDebate,hashtag for discourse surrounding buddy reomer getting into a debate,,,2
124,0,4,0,q=%23CoffeeParty,taken off of collect since there is nothing interesting,,,2
125,0,2,0,q=%40coffeepartyusa,taken off of collect since there is nothing interesting,,,2
126,0,3,0,q=%40ericbyler,taken off of collect since there is nothing interesting,,,2
127,0,4,0,q=%23NHDebate,archive,,,2
128,0,2,0,q=%23Roementum,hashtag for buddy roemer and his momentum taken off of collect since there is nothing interesting,,,2
129,0,2,0,q=%40DianeSawyer,collecting for the nhdebate on jan 7,,,2
130,0,4,0,q=%40gstephanopolus,collecting for jan 7 nh debate,,,2
131,0,3,0,q=%23NBCFBDebate,archive,,,2
132,0,3,0,q=%40meetthepress,collecting for the nbc fb debate,,,2
133,0,4,0,q=%23meetthepress,on collection for the nbc fb debate,,,2
134,54,1,288293462275674114,q=okcupid,,17,01/07/2013 14:42:02,2
135,0,3,0,q=eharmony,,,,2
136,0,2,0,q=onlinedating,,,,2
137,0,1,0,q=%23scdebate,archive,,,2
138,0,4,0,q=%23foxwsjdebate,"possible hashtag for january 16 sc debate, although it appears as thought it is likely myrdebate, taken off collection",,,2
139,0,1,0,q=%40StephenAtHome,,,,2
140,0,1,0,q=%23StephenColbert,,,,2
141,0,2,0,q=%23ColbertforPresident,taken off of collection after he stopped his run,,,2
142,0,1,0,q=%40ColbertReport,,,,2
143,0,1,0,q=%23ColbertReport,,,,2
144,0,4,0,q=%23fl,for the florida primary,,,2
145,0,2,0,q=%23colbert2012,,,,2
146,0,1,0,q=%23Mitternative,,,,2
147,12,2,288301813634052097,q=%40michelleobama,official first lady account started on jan 12 2012,5,01/07/2013 15:12:16,2
148,0,3,0,q=%23majorannouncement,colbert hashtag,,,2
149,156,3,288264162633711616,q=%23cnndebate,"january 19 cnn debate hashtag, also used for previous debate so be careful, the data for the janaury 19 debate looks spotty since there was so much at once",4,01/07/2013 13:24:32,2
150,0,3,0,q=%23myrdebate,official hashtag of the january 16 debate hosted by fox,,,2
151,0,1,0,q=%23homelessness,for jes,0,06/14/2012 17:33:20,2
152,0,3,0,q=%23FLGOP,,,,2
153,0,3,0,q=%23SCGOP,,,,2
154,0,2,0,q=%23sayfie,hashtag for florida political news,,,2
155,0,3,0,q=%23scpol,,,,2
156,0,4,0,q=%23COCaucus,,,,2
157,0,3,0,q=%23MNCaucus,,,,2
158,0,1,0,q=%23MOPrimary,,,,2
159,0,2,0,q=%23AZPrimary,,,,2
160,0,1,0,q=%23MIPrimary,,,,2
161,0,4,0,q=%23SC,,,,2
162,0,3,0,q=%40bretbaier,"moderating january 16, 2012 debate",,,2
163,0,1,0,q=%23dodge,"for january 16, 2012 debate",,,2
164,0,3,0,q=%23answer,"for january 16, 2012 debate",,,2
165,0,2,0,q=%23foxdebate,"for january 16, 2012 debate",,,2
166,150,4,288285724791410688,q=zoosk,online dating service,6,01/07/2013 14:30:47,2
167,456,3,288202299698970624,q=matchdotcom,online dating site,3,01/07/2013 08:48:32,2
168,132,4,288272567284948995,q=chemistrydotcom,online dating site,1,01/07/2013 14:00:48,2
169,0,3,0,q=%23raisecain,archive,,,2
170,100,1,288278768227844097,q=%40USDA,for Kris Unsworth,0,01/07/2013 13:40:03,2
171,150,1,288290735923539969,q=%23USDA,for Kris Unsworth,22,01/07/2013 14:30:03,2
172,45,2,288297975107686402,q=usda,for Kris Unsworth,50,01/07/2013 15:00:17,2
173,0,1,0,q=%23sotu,archive,,,2
174,18,4,288299051265454080,q=%40WhiteHouse,white house account,24,01/07/2013 15:00:48,2
175,0,2,0,q=%23sopa,archive,,,2
176,0,3,0,q=%23pipa,archive,,,2
177,0,3,0,q=%23open,archive,,,2
178,0,3,0,q=%23colbert,,,,2
179,0,4,0,q=%23sotu2012,archive,,,2
180,0,2,0,q=%23PSUBOT,,,,2
181,0,2,0,q=23citizensunited,"January 21 is the anniversary ",,,2
182,0,4,0,q=onwardstate,,,,2
183,0,3,0,q=%40scottpaterno,,,,2
184,0,4,0,q=%40jaypaterno,,,,2
185,0,3,0,q=%23fldebate,archive,,,2
186,0,2,0,q=%23sb46,archive,,,2
187,0,4,0,q=%23SuperBowl,archive,,,2
188,5364,2,288090579810807808,q=%40konsumentverket,swedish consumer protection agenct,0,01/07/2013 01:12:17,2
189,330,3,288283923291701248,q=%40cfpb,consumer financial protection bureau,0,01/07/2013 14:00:34,2
190,0,4,0,q=%23obamaum,just entered for teststing,,,2
191,0,1,0,q=%23WACaucus,,0,04/21/2012 13:54:08,2
192,0,2,0,q=%23AKCaucus,,0,04/21/2012 10:48:22,2
193,0,2,0,q=%23GAPrimary,,0,04/21/2012 15:20:20,2
194,0,2,0,q=%23IDCaucus,,0,04/21/2012 17:08:06,2
195,0,4,0,q=%23MAPrimary,,0,04/21/2012 17:42:14,2
196,0,1,0,q=%23NDCaucus,,0,04/21/2012 17:05:06,2
197,0,3,0,q=%23OHPrimary,,0,04/21/2012 11:09:13,2
198,0,4,0,q=%23OKPrimary,,0,04/21/2012 12:18:09,2
199,0,2,0,q=%23TNPrimary,,0,04/21/2012 12:30:16,2
200,0,3,0,q=%23VTPrimary,,0,04/21/2012 08:00:22,2
201,0,3,0,q=%23VAPrimary,,0,04/21/2012 08:21:12,2
202,0,4,0,q=%23WYCaucus,also tasked as  230,,,2
203,0,4,0,q=%23SuperTuesday,,2,04/21/2012 08:00:23,2
205,0,1,0,q=%23preparethem,archive,,,2
206,0,3,0,q=%23nvgop,,,,2
207,0,2,0,q=%23fitw,first in the west for the nv caucus,,,2
208,0,3,0,q=%23nevadacaucus,,,,2
209,5,2,288302603610230784,q=%23economy,,15,01/07/2013 15:15:17,2
210,4,1,288302799886897152,q=%23politics,,26,01/07/2013 15:16:03,2
211,0,3,0,q=%23cybersecurity,,,,2
212,0,1,0,q=%23iconf12,,,,2
213,0,4,0,q=%23cscw2012,,,,2
214,0,3,0,q=%23cscw2012,,,,2
215,0,3,0,q=%23cscw2012,,,,2
216,0,3,0,q=%23cscw2012,,,,2
217,0,1,0,q=%23cscw2012,,,,2
218,0,2,0,q=%23whitney,archive,,,2
219,0,4,0,q=%23iwillalwaysloveyou,archive,,,2
220,0,4,0,q=whitney,archive,,,2
221,0,2,0,q=%40realWhitney,archive,,,2
222,0,1,0,q=whitney%20houston,archive,,,2
223,0,2,0,q=%23RIPWhitneyHouston,archive,,,2
224,0,1,0,q=%23privacy,,,,2
225,0,2,0,q=%23security,,,,2
226,0,1,0,q=%23infosec,,,,2
227,0,3,0,q=%23cybersecurity,,,,2
228,24,2,288301973692887041,q=%40obama2012,,0,01/07/2013 15:12:16,2
229,0,1,0,q=%23KSCaucus,,0,04/21/2012 13:26:16,2
230,0,1,0,q=%23WYCaucus,also tasked as 202,0,04/21/2012 17:45:15,2
231,0,2,0,q=virgin%20caucus,change from hashtag since there was no data,0,04/21/2012 04:15:29,2
232,0,4,0,q=guam%20caucus,change from hashtag since there was no data,0,04/21/2012 11:51:10,2
233,0,2,0,q=%23ALPrimary,,0,04/21/2012 03:14:08,2
234,0,3,0,q=%23HICaucus,,0,04/21/2012 16:48:25,2
235,0,1,0,q=%23MSPrimary,,0,04/21/2012 05:49:02,2
236,0,2,0,q=%23MOCaucus,,0,04/20/2012 18:28:27,2
237,0,3,0,q=%23PRPrimary,,0,04/21/2012 07:00:21,2
238,0,1,0,q=%23ILPrimary,,0,04/21/2012 09:17:15,2
239,0,2,0,q=%23LAPrimary,,2,04/21/2012 09:28:07,2
240,0,3,0,q=%23hungergames,,14,06/12/2012 14:27:35,2
241,0,4,0,q=%40hungergames,,0,06/12/2012 14:15:19,2
242,0,1,0,q=hungergames,,,,2
243,0,4,0,q=%23thg,,36,06/12/2012 15:30:06,2
244,0,2,0,q=hunger%20games,,28,06/12/2012 14:36:10,2
245,0,4,0,q=%23WhitneyCNN,archive,,,2
246,0,2,0,q=%23thehungergames,,21,06/12/2012 14:11:22,2
247,0,3,0,q=%23teampeeta,,11,06/12/2012 14:11:21,2
248,0,3,0,q=%23teamgale,,11,06/12/2012 06:18:09,2
249,0,4,0,q=%23panemresistance,,0,06/12/2012 09:07:04,2
250,0,1,0,q=%40thehungergames,OFFICIAL ACCOUNT,19,06/12/2012 15:19:04,2
251,0,3,0,q=%40thecapitolpn,CAPITOL OFFICIAL ACCOUNT,2,06/12/2012 09:42:05,2
252,0,1,0,q=%23lookyourbest,hashtag for the capitol,3,06/12/2012 13:46:10,2
253,0,1,0,q=%23drexel,test for Alan,,,2
254,0,2,0,q=%23drexel,test for Alan,,,2
255,0,2,0,q=%23drexel,test for Alan,,,2
256,0,2,0,q=%23drexel,test for Alan,,,2
257,0,2,0,q=%23drexel,,,,2
258,0,1,0,q=%23drexel,,,,2
259,0,4,0,q=%23drexel,,,,2
260,0,3,0,q=%23drexel,,,,2
261,0,4,0,q=%23drexel,,,,2
262,0,4,0,q=%23drexel,,,,2
263,0,1,0,q=%23drexel,,,,2
264,0,4,0,q=%23michigan,,,,2
265,0,4,0,q=%23michigan,,,,2
266,0,1,0,q=%23michigan,,,,2
267,0,4,0,q=%23AZDebate,,,,2
268,2412,2,287891267432636418,q=%40sottedreviewer,,0,01/06/2013 12:00:17,2
269,0,2,0,q=%23marchmadness,put on collection every minute on 3/12 morning after brackets announced,,,2
270,0,2,0,q=%23MIGOP,,,,2
271,0,3,0,q=%23AZGOP,,,,2
272,33,1,288300316124930048,q=%23taxes,,34,01/07/2013 15:06:04,2
273,0,2,0,q=%23chardon,shooting in Ohio,,,2
274,0,3,0,q=%23ohio,shooting in Ohio,,,2
275,0,3,0,q=%40Kid_Khalifa_,shooting,,,2
276,0,4,0,q=%40katywithawhy,,,,2
277,0,4,0,q=%40Th3xTrUtH,,,,2
278,0,3,0,q=%23chardonshooting,,,,2
279,0,3,0,q=tj%20lane,,,,2
280,0,2,0,q=chardon,,,,2
281,0,3,0,q=%40stevehuff,,,,2
282,0,3,0,q=%23prayforchardon,,,,2
283,0,1,0,q=russell%20king,,,,2
284,0,2,0,q=danny%20day,,,,2
285,0,4,0,q=%23stopkony,put on collection starting at 8am 3/8,,,2
286,0,3,0,q=%40pope2youvatican,,,,2
287,0,4,0,q=%23nothingcomestomind,"put on for jon stewart on February 27, but nothng came up",,,2
288,0,3,0,q=%23nswfloods,new south wales floods in australia,,,2
289,0,3,0,q=%23dcdatadive,,,,2
290,0,3,0,"q=harrisburg
",,,,2
291,0,4,0,q=%23sandwichbite,test,,,2
292,114,2,288288315185188864,q=%40JebBush,,23,01/07/2013 14:30:17,2
293,0,1,278135440115105794,q=%40Jeb_Bush_2012,,0,12/10/2012 13:54:06,2
294,0,3,0,q=%23DCPrimary,,0,04/21/2012 18:00:39,2
295,0,2,0,q=%23MDPrimary,,0,04/21/2012 18:00:39,2
296,0,3,0,q=%23WIPrimary,,0,04/21/2012 18:05:05,2
297,0,2,0,q=%23CTPrimary,,0,05/19/2012 22:24:30,2
298,0,2,0,q=%23DEPrimary,,0,05/20/2012 08:33:04,2
299,0,4,0,q=%23NYPrimary,,0,05/27/2012 19:30:57,2
300,0,1,0,q=%23PAPrimary,,0,05/27/2012 04:39:13,2
301,0,2,0,q=%23RIPrimary,,0,05/27/2012 13:36:16,2
302,0,1,0,q=%23INPrimary,,0,06/20/2012 13:10:13,2
303,0,2,0,q=%23NCPrimary,,0,06/21/2012 08:48:07,2
304,0,4,0,q=%23WVPrimary,,0,06/20/2012 16:12:31,2
305,0,4,0,q=%23NEPrimary,,0,06/20/2012 23:24:14,2
306,0,2,0,q=%23ORPrimary,,0,06/21/2012 09:13:03,2
307,0,3,0,q=%23ARPrimary,,0,06/21/2012 04:24:13,2
308,0,3,0,q=%23KYPrimary,,0,06/20/2012 19:20:28,2
309,0,3,0,q=%23TXPrimary,,13,07/04/2012 18:23:08,2
310,0,2,0,q=%23CAPrimary,,1,07/05/2012 03:30:14,2
311,0,4,0,q=%23MTPrimary,,0,07/05/2012 05:24:19,2
312,0,2,0,q=%23NJPrimary,,0,07/04/2012 06:58:07,2
313,0,3,0,q=%23NMPrimary,,0,07/04/2012 14:24:19,2
314,0,3,0,q=%23SDPrimary,,0,07/05/2012 03:20:14,2
315,0,3,0,q=%23UTPrimary,,0,07/20/2012 10:06:07,2
316,0,1,0,q=%23MOCaucus,to be conducted on March 17 to determine number of delegates,0,07/03/2012 23:30:25,2
317,0,3,0,q=%40wharrelson,,0,04/22/2012 12:36:16,2
318,0,4,0,q=%40ElizabethBanks,,21,04/23/2012 15:22:13,2
319,0,4,0,q=%40LiamHemsworths,,22,04/23/2012 05:09:25,2
320,0,2,0,q=%40jhutch1992,,0,04/23/2012 19:06:20,2
321,0,3,0,q=%40JackQuaid92,,32,04/23/2012 19:40:15,2
322,0,2,0,q=%40thehungergames,,0,06/12/2012 20:16:05,2
323,0,1,0,q=%40panemhungergame,,2,06/12/2012 09:38:06,2
324,0,4,0,q=%40hgt_fansite,,47,04/23/2012 16:45:21,2
325,0,1,0,q=%40goldeneverdeen,,0,04/23/2012 09:56:09,2
326,0,3,0,q=%40iradiatemyswag,,0,04/23/2012 13:30:18,2
327,0,3,0,q=%40ohsowesley,,0,04/23/2012 16:48:22,2
328,0,3,0,q=%40allaboutkatniss,,0,04/23/2012 18:59:08,2
329,0,1,0,q=%40hungergames,,19,04/23/2012 13:58:03,2
330,0,1,0,q=%40hungergamesnet,,33,04/23/2012 08:00:23,2
331,0,1,0,q=%40thehoborg,,17,04/23/2012 19:35:08,2
332,0,4,0,q=%40hungergamesdwtc,,0,04/23/2012 13:12:40,2
333,0,2,0,q=%40president_snow,,0,04/23/2012 15:18:39,2
334,0,4,0,q=%40hungergamesexam,,0,04/23/2012 05:46:03,2
335,0,1,0,q=%40president_snow7,,0,04/23/2012 10:40:11,2
336,0,2,0,q=%40yogirlonfire,,36,04/23/2012 14:42:11,2
337,0,3,0,q=%40hungergamesgale,,0,04/23/2012 03:10:26,2
338,0,3,0,q=%40finnick_odaird4,,0,04/23/2012 15:25:31,2
339,0,4,0,q=%40chato_cato,,0,04/23/2012 06:12:21,2
340,0,3,0,q=%40seneca_pnc,,0,04/23/2012 06:45:17,2
341,0,1,0,q=%40prim17everdeen,,3,04/23/2012 05:15:11,2
342,350,1,288269159043825665,q=%40SenatorSessions,,1,01/07/2013 13:40:04,2
343,375,2,288213572343963649,q=%40senshelbypress,,5,01/07/2013 12:00:17,2
344,1110,2,288012304354787328,q=%40lisamurkowski,,2,01/06/2013 21:30:17,2
345,5340,2,288147972678635520,q=%40lisa4senate,,0,01/07/2013 05:00:20,2
346,1428,1,288055058300559360,q=%40senatorbegich,,27,01/06/2013 23:12:03,2
347,5352,2,287422080432103425,q=%40markbegich,,50,01/05/2013 08:24:18,2
348,10,3,288301312125321216,q=%40senjohnmccain,,2,01/07/2013 15:10:32,2
349,2772,2,287672287795224578,q=%40teammccain,,1,01/06/2013 20:24:17,2
350,275,2,288286366524116992,q=%40senjonkyl,,1,01/07/2013 14:55:16,2
351,630,4,288109150632804352,q=%40johnboozman,,4,01/07/2013 09:00:47,2
352,2616,1,288199239383793664,q=%40boozman4ar,,0,01/07/2013 08:24:03,2
353,636,3,288103304712568832,q=%40senmarkpryor,,20,01/07/2013 07:00:33,2
354,103,3,288282160979398656,q=%40senatorboxer,,0,01/07/2013 13:53:32,2
355,78,1,288294362583031809,q=%40barbaraboxer,,0,01/07/2013 14:42:02,2
356,4026,3,288279145065086978,q=%40diannefeinstein,,123,01/07/2013 14:00:41,2
357,174,3,288276230975926273,q=%40senfeinstein,,14,01/07/2013 13:30:32,2
358,1026,1,288063747430432768,q=%40senbennetco,,13,01/07/2013 01:12:04,2
359,4116,2,287458662711164929,q=%40bennetforco,,4,01/07/2013 06:12:17,2
360,219,1,288249817057079296,q=%40markudall,,0,01/07/2013 11:45:01,2
361,660,4,288278676066402304,q=%40senblumenthal,,2,01/07/2013 14:00:48,2
362,4128,2,288144944219185152,q=%40dickblumenthal,,0,01/07/2013 04:48:17,2
363,693,1,288055777711751169,q=%40joelieberman,,2,01/07/2013 07:57:02,2
364,855,2,288096985406377984,q=%40senatorcarper,,1,01/07/2013 09:45:17,2
365,4272,4,287879311527133185,q=%40sencarper_press,,0,01/06/2013 11:12:46,2
366,351,2,288294419420020736,q=%40chriscoons,,0,01/07/2013 14:42:16,2
367,108,2,288280840318902272,q=%40coons4delaware,,0,01/07/2013 13:48:17,2
368,23,3,288294156319739904,q=%40marcorubio,,2,01/07/2013 15:01:32,2
369,153,4,288278689693724672,q=%40senrubiopress,,0,01/07/2013 13:39:46,2
370,90,1,288298898248843266,q=%40senbillnelson,,0,01/07/2013 15:00:04,2
371,2052,2,288090579810807808,q=%40saxby08,,0,01/07/2013 01:12:18,2
372,3852,4,286536871847284736,q=%40johnnyisakson,,1,01/05/2013 06:36:47,2
373,966,1,288149122911985664,q=%40senatorisakson,,7,01/07/2013 06:12:03,2
374,2334,3,288202379365584896,q=%40senatorakaka,,0,01/07/2013 08:36:31,2
375,5,4,288302840701648896,q=%40daniel_inouye,,0,01/07/2013 15:15:46,2
376,15,4,288302840701648896,q=%40teamdaninouye,,0,01/07/2013 15:15:46,2
377,3900,1,286954399710973954,q=%40jamesrisch,,1,01/06/2013 01:00:06,2
378,3912,4,287522966814720000,q=%40crapo4senate,,0,01/05/2013 11:36:47,2
379,753,4,288274596711510016,q=%40senatorkirk,,9,01/07/2013 14:24:47,2
380,3924,2,288199296682184705,q=%40kirk4senate,,0,01/07/2013 08:24:16,2
381,107,1,288276069109338112,q=%40senatordurbin,,3,01/07/2013 13:53:02,2
382,125,1,288285054545825792,q=%40sendancoats,,0,01/07/2013 14:05:02,2
383,492,4,288277942025482240,q=%40dancoats,,0,01/07/2013 13:36:46,2
384,756,3,288145020635201536,q=%40senatorlugar,Lost in Primary for IN Seante Seat,0,01/07/2013 04:48:35,2
385,759,2,288200806270894080,q=%40dicklugar,Lost in Primary for IN Seante Seat,0,01/07/2013 08:30:17,2
386,54,3,288294419499741184,q=%40chuckgrassley,,16,01/07/2013 14:42:34,2
387,1485,1,288077619893772288,q=%40grassleyoffice,,4,01/07/2013 03:00:04,2
388,256,4,288265861444288513,q=%40senatorharkin,,0,01/07/2013 12:48:47,2
389,193,1,288294362583031809,q=%40senpatroberts,,0,01/07/2013 14:42:02,2
390,774,2,288128091262439426,q=%40jerrymoran,,7,01/07/2013 04:48:17,2
391,3972,4,287879311527133185,q=%40moranforarkansas,,0,01/06/2013 11:12:46,2
392,130,1,288281103645691904,q=%40mcconnellpress,,78,01/07/2013 13:50:05,2
393,60,1,288298266297241602,q=%40senrandpaul,,13,01/07/2013 15:00:04,2
394,996,3,288134642299711488,q=%40drrandpaul,,6,01/07/2013 14:12:33,2
395,3996,2,288021382011449344,q=%40randpaulsenate,,6,01/07/2013 01:12:18,2
396,264,3,288255428352151553,q=%40davidvitter,,1,01/07/2013 14:00:42,2
397,2004,3,288042331171610624,q=%40senatorvitter,,0,01/06/2013 22:00:34,2
398,798,4,288129223951003649,q=%40senlandrieu,,5,01/07/2013 06:54:47,2
399,801,1,288108519960494081,q=%40senatorcollins,,5,01/07/2013 09:27:01,2
400,4776,2,287728191928418304,q=%40collins4senator,,0,01/06/2013 01:12:18,2
401,330,2,288283858145775618,q=%40senatorsnowe,,0,01/07/2013 14:00:17,2
402,4764,1,287021027668668416,q=%40olympiasnoweme,,5,01/06/2013 06:36:03,2
403,52,3,288297334494863361,q=%40senatorcardin,Official Account for Democratic incumbent in Senate for MD,6,01/07/2013 15:08:33,2
